,ZCR,MEANt,VARt,SKEWt,KURTt,LEQt,BGNt,SNRt,M,Ht,ACTtFraction,ACTtCount,ACTtMean,EVNtFraction,EVNtMean,EVNtCount,MEANf,VARf,SKEWf,KURTf,NP,LEQf,BGNf,SNRf,Hf,EAS,ECU,ECV,EPS,EPS_KURT,EPS_SKEW,ACI,NDSI,rBA,AnthroEnergy,BioEnergy,BIO,ROU,ADI,AEI,LFC,MFC,HFC,ACTspFract,ACTspCount,ACTspMean,EVNspFract,EVNspMean,EVNspCount,TFSD,H_Havrda,H_Renyi,H_pairedShannon,H_gamma,H_GiniSimpson,RAOQ,AGI,nROI,aROI,H,date,site,LAT,LON,device_id,habitat,dataset,species_richness
BA-01_0_20150621_0347,4101.216666666666,1.7527347995675326e-11,9.310685001520893e-06,0.1944513189366435,14.544158445346923,87.55057731247257,-47.124469983019246,1.927774531994096,0.0044032820092982,0.9373324301980556,0.1780530288368492,920.0,6.496437596970026,0.1273466227985291,0.0410718552654036,3.1011814024390243,3.1528555301406414e-05,5.480195486609779e-09,12.490440782608896,179.5535037000996,15.0,32.183991188911115,-57.53546642012456,2.740057522315297,0.3486599435383424,0.0833320549237057,0.7036549342772422,0.5579751548274601,0.049387981079994,21.84325601191216,4.036663380122369,296.9845942146701,-0.8560901817771933,0.0775338502599125,0.0147039143598353,0.00114005109421,9.544123856596372,0.0188516776741934,1.8897682069802677,0.4939497897833,0.1356825726311974,0.1365106279023065,0.1255161264058992,0.1302809233449477,673.03125,8.734383933821446,0.0058533258323654,0.0478929498811871,0.0948461512282187,0.5259389095644023,0.2947219980043951,1.077798547790923,3.0085931411081037,9749.92117937147,0.7179340747645764,0.2050043998679099,1.225835735197386,61.02324695121951,0.4400391381145954,0.3268102721895113,2015-06-21 03:47:00,BA-01,50.87348,-0.08124,SM2,Arable land,UK_Sussex_countryside,2.0
BA-10_0_20150620_0600,6190.316666666667,-8.730266647880817e-11,2.993581247417524e-06,0.0222988639929791,3.0678654864743287,82.62267147001867,-48.57218038129687,0.5276922725689346,0.0037272710912485,0.9853693330113767,0.0839945809947745,434.0,4.011063453188115,0.0290303851364428,0.025610244097639,1.133765243902439,2.922041596055343e-05,4.094861408427776e-09,12.262914035717303,167.30657449905047,7.0,31.017005802060904,-57.82659483432682,1.864200549667359,0.3646331919688275,0.0004626849146576,0.3143291895235649,0.2634174785257901,0.0142841746848402,6.523476482785,1.4158852176886951,296.9047139561879,-0.8998024204378213,0.0527410526927781,0.010764526762219,0.000567732473179,3.404534068154679,0.0134264861751088,2.299352776922184,0.0407390177911629,0.1281620414988344,0.1286517563418567,0.124976114874576,0.1265500992063492,653.7578125,5.689605891624181,0.0021788345673635,0.0410721429930613,0.0412020540191266,0.5244041288346654,0.3031389951355308,1.2007442802015742,3.128207521764624,11311.911131198103,0.7450725267711832,0.2740051708293456,1.204508018489996,6.002286585365853,0.052022841656988,0.3592983651641328,2015-06-20 06:00:00,BA-10,50.87733,-0.07243,SM2,Arable land,UK_Sussex_countryside,3.0
BA-11_0_20150619_0515,6420.583333333333,-4.4788902447149315e-11,3.3647760809789003e-06,-0.0400386500482612,3.708097674502804,83.13032265477615,-48.066478310435926,0.8903759520594292,0.0039507184856191,0.9775227926338452,0.1107025353203019,572.0,4.9632705186996775,0.0673504935165473,0.0524710663486173,1.2838224085365852,3.5993958834454426e-05,4.4335546184652865e-09,10.942127486324836,142.20018972885092,10.0,31.652978651416674,-57.86760387848873,2.541182443185029,0.4479475457916986,0.0288151439912706,0.4771511252805149,0.3569242648596431,0.0423963332664506,11.411703757171976,2.7547950704862894,301.1617386203876,-0.8382653840875973,0.087982190880822,0.0123954460051987,0.0010905784964823,7.257003842201311,0.0169351102905458,2.298936494216968,0.0451903923416065,0.1400194397080748,0.1483196382765966,0.1251763345346513,0.1351384049554781,698.125,10.110063620720542,0.0099380262775842,0.0575697391596804,0.1369601874706936,0.5349070235689701,0.3132436528770822,1.404468358612935,3.684340487241248,14858.534817609156,0.8042287539242949,0.2965603288400522,1.276608551557292,29.011051829268293,1.127300195993031,0.4378789359157785,2015-06-19 05:15:00,BA-11,50.875999,-0.070619,SM2,Arable land,UK_Sussex_countryside,7.0
BA-13_0_20150620_0402,6531.892039584024,-3.572746344269486e-11,2.867626834493531e-05,0.2277303562381886,51.96007105455787,92.43617155189251,-48.363422119737855,6.754254054790614,0.003817938201065,0.7722710863772059,0.2225232198142414,1150.0,12.567514740905407,0.1962074303405572,0.0688451286947527,2.8505343405264174,3.696227587020185e-05,1.6229839253551513e-08,14.82552220905729,243.28776574493597,4.0,36.52625134588586,-58.94961847947712,8.49646973864261,0.2244964352453956,0.0002412814087359,0.1473646142285767,0.1259603843320365,0.0240101917535351,17.354641241265142,3.003599465919617,296.44854803638384,-0.96384728937782,0.0184091251991562,0.0408552631549359,0.0007521096544636,3.98326522040017,0.0528615095793105,0.1971780678523881,0.8855870827588191,0.1350592343390337,0.1312545990650249,0.1275559405969378,0.129438095727695,668.806640625,6.074059063538164,0.0033127903038513,0.0454813869414883,0.056531952648628,0.5198220038888226,0.2521366925874845,0.7061345570635889,2.1234325684054074,4393.4147426871305,0.5671568289588693,0.1030091716474214,1.2089688624807402,21.00393724598413,0.0883007547900135,0.1733721059347717,2015-06-20 04:02:00,BA-13,50.87856,-0.069944,SM2,Arable land,UK_Sussex_countryside,1.0
BA-13_0_20150620_0500,3324.133333333333,-4.545482409205259e-11,1.2203718436105728e-05,-0.0431855099951134,3.943165088810475,88.72568276426847,-43.81166592444848,1.1727526445423209,0.006447876399049,0.9681451737752484,0.1726340236113799,892.0,4.984522597739199,0.1110896071221211,0.036616082330368,3.0344893292682924,4.362034662462081e-05,2.1615150039886682e-08,10.8511032503953,129.2011818901329,10.0,37.78608226111594,-52.29645949435444,3.10314166875002,0.3074719914001273,0.0746100564303628,0.6399259362173251,0.5136436492180694,0.035451404095241,8.24053419344101,2.1819420573469523,302.3050103417821,-0.9553417119309846,0.0228391220810777,0.0547847182546178,0.0012512348683946,5.670589488702391,0.0674785585781934,2.216085397815066,0.2121425049082798,0.1545909835998056,0.1382496827260098,0.1246820162867477,0.1324366954607046,684.16796875,10.05221760963327,0.0071365055168408,0.0452975013894303,0.1125972337898188,0.5386979917912001,0.3106340922439515,1.3434057492856817,2.787173595400384,4036.526121921359,0.7651615197843743,0.074485900172921,1.2584531035395468,34.01295731707317,0.4802282955865273,0.29767752454509794,2015-06-20 05:00:00,BA-13,50.87856,-0.069944,SM2,Arable land,UK_Sussex_countryside,2.0
BA-09_0_20150621_0545,4523.016666666666,-5.011913081379557e-11,5.892134963202212e-06,-0.033887519535534,3.319106734306199,85.5634878345606,-46.466813511691534,0.7303905041018268,0.0047496250278933,0.9803879945867257,0.1155409328430423,597.0,4.3839969835215165,0.0452874008128507,0.0277217825905872,1.633955792682927,3.220785051723169e-05,7.406286683258244e-09,11.679452600899523,151.47479137643856,9.0,33.33739283144913,-55.94273620582689,2.300728950555637,0.3273783444372062,0.0054345950238905,0.4305216570558031,0.3681424089841763,0.0144904286569382,13.270298992761578,2.1568113120895567,298.9215264607562,-0.9393957527264892,0.031249035782568,0.0190675317078,0.0005958419806222,4.2264602500744175,0.0269287953786506,2.291569006653558,0.0714312954149798,0.1371817365590069,0.1340314396268485,0.1254488326612266,0.1297020936169183,670.041015625,6.545475369693019,0.0039656074574138,0.0445391056069643,0.071167184214855,0.5292599866138868,0.3043858766650052,1.221830321358177,2.896909051874389,7394.953231212518,0.7453089108615385,0.1776604831192772,1.222991098636447,16.00609756097561,0.2088097052845528,0.32095779857391493,2015-06-21 05:45:00,BA-09,50.87823,-0.07506,SM2,Arable land,UK_Sussex_countryside,3.0
BA-01_0_20150620_0347,4620.15,1.3059319113466849e-11,5.017494091099679e-06,-0.1071405324987912,5.254069593687544,84.86562967081326,-47.74797198338231,1.018769919342759,0.0040982778689161,0.9726004265821996,0.1350880588349138,698.0,5.012605781020653,0.0772208244629378,0.0353616866593965,2.184165396341464,2.8452632536898627e-05,4.8230949788079504e-09,11.147862555490253,137.4784010804868,13.0,31.57922525710013,-57.87823239948715,2.4780575698669054,0.3553255760052329,2.2656723245417787e-05,0.0039436344562724,0.0033606573432918,0.0103607796454493,3.3844706037773613,0.4242000342166304,295.70147483208,-0.9416925269224624,0.0300291999217577,0.0127192522661929,0.0003819489691567,7.396296059279124,0.0170428708091958,2.2802322776566744,0.1181388049237572,0.1375853576164941,0.1252554236772314,0.1251896271261915,0.1264276035617499,653.125,5.46274396492114,0.0021485887291908,0.0409706859174646,0.0393780895724301,0.5176314806018244,0.3107231604252902,1.345371528319418,3.0909020685908164,9063.86310143472,0.7759160570935025,0.203298002716552,1.2002114822988488,3.0011432926829267,0.0377316831204026,0.3455898067982553,2015-06-20 03:47:00,BA-01,50.87348,-0.08124,SM2,Arable land,UK_Sussex_countryside,1.0
BA-04_0_20150619_0545,4102.683333333333,3.937827307300861e-10,9.502311436652332e-06,0.7538829358346567,20.921306251972684,87.63905357617334,-46.81599697791771,2.9909903955697743,0.0045624713581892,0.8765303530962836,0.1784401006386684,922.0,8.385353288378587,0.1269595509967098,0.0394618918379096,3.2178925304878048,4.291803877963861e-05,9.440474687409938e-09,8.653021565110269,86.17954666079142,17.0,34.59612722813659,-57.88601142301914,5.502738564435354,0.4362022199554439,0.1176067243229072,0.4628578488572623,0.3486352644169834,0.030276195246544,8.024439663569227,2.1298439273613066,300.43139114730553,-0.8127034955376564,0.1033244018800717,0.0253406513014569,0.0026183076389745,16.099155921591656,0.0209814946912285,1.412074376456092,0.6624715990305579,0.143981515803,0.150270899194859,0.1265853492379191,0.1367024928619822,706.205078125,13.85479863186391,0.0138824616482771,0.0717877537725364,0.1473502706581256,0.5301890690495041,0.3242335795930726,1.8004478193336,3.645995478537329,9411.852174578567,0.8598651001756702,0.1710801915933729,1.317875742531524,72.02743902439025,1.1742190524583818,0.382344485878928,2015-06-19 05:45:00,BA-04,50.8734,-0.0769,SM2,Arable land,UK_Sussex_countryside,8.0
BA-03_0_20150620_0645,2713.383333333333,-1.1613680849259447e-10,1.2416552097166676e-05,0.0157874556135206,3.080713853515135,88.80077112451504,-44.52686480576155,0.8579155820369806,0.00593822651328,0.9751291156682994,0.1501838591058641,776.0,4.477458606670549,0.0824462937874975,0.0276304488275757,2.984470274390244,3.1568250430295594e-05,1.6487118789296156e-08,12.97034933891722,182.56074062226688,4.0,36.49842650437834,-52.52662857249903,2.045654990157004,0.2344704640583132,0.0004684032814292,0.3244860158842322,0.2564298437451576,0.0217953278161218,7.603029554148492,1.8423074471246912,296.4196237697852,-0.9869437025280776,0.0065710454983251,0.0412447809769627,0.000271021332368,4.456073499886206,0.048556682248601,1.9006319536449825,0.4720198877977798,0.1391668931886887,0.1285140811683136,0.1253117528109677,0.1275901779665118,659.130859375,5.719990852989909,0.0028888556184668,0.0426459716692958,0.0501590222841541,0.5198854858615525,0.2856526691069509,0.9723085183657584,2.261364285138257,2821.6582964043173,0.6607980321226669,0.0652117196946106,1.2038570692481383,21.008003048780488,0.1043481416957026,0.22863897626751872,2015-06-20 06:45:00,BA-03,50.8752,-0.07867,SM2,Arable land,UK_Sussex_countryside,4.0
BA-10_0_20150620_0645,4371.2,1.4826603021714607e-10,5.936241743789281e-06,0.0149817531420504,3.2679969457490587,85.5958767594005,-46.508077482962335,0.6711510484756147,0.0047271145430594,0.9804764766312548,0.1074124250048384,555.0,4.373417128558681,0.0528353009483259,0.0288138528138528,1.834032012195122,3.189049233771764e-05,9.088208783449177e-09,12.42778702411242,167.89311329528712,4.0,34.11755411025354,-54.716883813317935,1.8550378368511105,0.2886763699276033,0.0005268178703169,0.339184990438682,0.3007629936030656,0.0128109098213057,4.267819552953696,0.8962151527495851,296.90800101612075,-0.953487923898624,0.0238097587051118,0.0231578323395752,0.0005513824001387,3.5838518172547262,0.0256913242115234,2.2854026261036093,0.0950461246643254,0.1285491882274445,0.1290047430650013,0.125025962092852,0.126800383517228,655.05078125,5.70971442916103,0.0022525587979094,0.0422988720568085,0.0432865848153512,0.5248231100958801,0.2972875803856917,1.112176971787384,2.6318926012333947,5863.774506267724,0.7079845121232123,0.1402836792278414,1.204017409966608,5.001905487804878,0.0521362635501355,0.2830403900733172,2015-06-20 06:45:00,BA-10,50.87733,-0.07243,SM2,Arable land,UK_Sussex_countryside,5.0
BA-05_0_20150620_0332,3794.6666666666665,-5.854592936039838e-11,7.063217346024539e-05,-1.246340178952596,46.00026257589806,96.35078667736288,-47.0969013896747,8.277498325103181,0.004417280016039,0.7429157128671166,0.2614670021288949,1351.0,13.677837236805132,0.2345655119024579,0.080869497224177,2.901105182926829,3.504780235827346e-05,1.4098228843959905e-08,15.109281433172349,253.4906343040343,2.0,35.92655149404501,-58.95767575359979,7.904827160924434,0.2221271180095728,0.0015341252544658,0.1168245433931726,0.0996094084460299,0.0118406341296586,2.9716922061042923,0.2236365086820417,298.6598949636892,-0.9573537151881422,0.021787725172483,0.035766881910002,0.0007792789933317,13.07747609070188,0.0508071556688137,0.4478978816723659,0.8372357416979082,0.1382566865182329,0.1647029839282349,0.1290934951041723,0.1426416412601626,736.88671875,6.667593863174761,0.0109868007162214,0.0507100758967947,0.1832758560993087,0.5249593792875955,0.2457841265473023,0.6684709958742489,2.094884166327754,4680.401559623379,0.5515980793713284,0.0884879139258626,1.2389275978888086,6.002286585365853,0.1185258783391405,0.1650217262231999,2015-06-20 03:32:00,BA-05,50.877,-0.07849,SM2,Arable land,UK_Sussex_countryside,0.0
BA-15_0_20150619_0515,4793.633333333333,1.8801927780709915e-10,6.323335163048368e-06,0.028195953064742,3.641983537673562,85.87022299208701,-46.03330561668493,0.9776723844531788,0.0049926913560244,0.9738869718082558,0.1455389974840333,752.0,4.758116330290355,0.0932843042384362,0.0349750566893424,2.667682926829268,3.9699616874353154e-05,9.045651441311608e-09,12.313413776352585,166.64379423399964,8.0,34.334044512941745,-54.956060704547305,2.3107051307686817,0.3388168071839438,0.007772639873245,0.2293152613766432,0.1783469025050754,0.0191828084373978,5.572254795022187,1.0626708905842526,297.7516408089392,-0.8828330535102238,0.0622290681966403,0.0236850406091103,0.0014738980073045,6.582544802875523,0.0275671780313619,2.2949533848977963,0.0644804619038936,0.1575440070510127,0.1941043971173096,0.1332981079657516,0.1570636130468447,811.390625,7.908379036739932,0.0299119997338366,0.0584031466339223,0.4237460259200296,0.5273336449735331,0.3016440489911676,1.1765821999735582,2.960563840848125,9395.826826158658,0.7338185788001661,0.1858760792693495,1.2803993240040477,39.01486280487805,0.9046530197444832,0.32996927434611273,2015-06-19 05:15:00,BA-15,50.88053,-0.06845,SM2,Arable land,UK_Sussex_countryside,8.0
